fpr_mean,tpr_mean,auc_mean,auc_sd
0.0,0.0,0.5340860839230127,0.06707735253031274
0.001001001001001001,0.00017647058823529413,0.5340860839230127,0.06707735253031274
0.002002002002002002,0.00017647058823529413,0.5340860839230127,0.06707735253031274
0.003003003003003003,0.00017647058823529413,0.5340860839230127,0.06707735253031274
0.004004004004004004,0.00017647058823529413,0.5340860839230127,0.06707735253031274
0.005005005005005005,0.00017647058823529413,0.5340860839230127,0.06707735253031274
0.006006006006006006,0.00017647058823529413,0.5340860839230127,0.06707735253031274
0.007007007007007007,0.00017647058823529413,0.5340860839230127,0.06707735253031274
0.008008008008008008,0.00017647058823529413,0.5340860839230127,0.06707735253031274
0.009009009009009009,0.00017647058823529413,0.5340860839230127,0.06707735253031274
0.01001001001001001,0.00017647058823529413,0.5340860839230127,0.06707735253031274
0.011011011011011011,0.00017647058823529413,0.5340860839230127,0.06707735253031274
0.012012012012012012,0.00017647058823529413,0.5340860839230127,0.06707735253031274
0.013013013013013013,0.00017647058823529413,0.5340860839230127,0.06707735253031274
0.014014014014014014,0.00017647058823529413,0.5340860839230127,0.06707735253031274
0.015015015015015015,0.00017647058823529413,0.5340860839230127,0.06707735253031274
0.016016016016016016,0.00017647058823529413,0.5340860839230127,0.06707735253031274
0.017017017017017015,0.00017647058823529413,0.5340860839230127,0.06707735253031274
0.018018018018018018,0.00017647058823529413,0.5340860839230127,0.06707735253031274
0.01901901901901902,0.00017647058823529413,0.5340860839230127,0.06707735253031274
0.02002002002002002,0.00017647058823529413,0.5340860839230127,0.06707735253031274
0.02102102102102102,0.00017647058823529413,0.5340860839230127,0.06707735253031274
0.022022022022022022,0.00017647058823529413,0.5340860839230127,0.06707735253031274
0.023023023023023025,0.00017647058823529413,0.5340860839230127,0.06707735253031274
0.024024024024024024,0.0002305246422893482,0.5340860839230127,0.06707735253031274
0.025025025025025023,0.0002305246422893482,0.5340860839230127,0.06707735253031274
0.026026026026026026,0.0002305246422893482,0.5340860839230127,0.06707735253031274
0.02702702702702703,0.0005561060376381854,0.5340860839230127,0.06707735253031274
0.028028028028028028,0.0005561060376381854,0.5340860839230127,0.06707735253031274
0.029029029029029027,0.0005561060376381854,0.5340860839230127,0.06707735253031274
0.03003003003003003,0.000751758211551229,0.5340860839230127,0.06707735253031274
0.031031031031031032,0.000751758211551229,0.5340860839230127,0.06707735253031274
0.03203203203203203,0.000751758211551229,0.5340860839230127,0.06707735253031274
0.03303303303303303,0.000751758211551229,0.5340860839230127,0.06707735253031274
0.03403403403403403,0.000751758211551229,0.5340860839230127,0.06707735253031274
0.035035035035035036,0.000751758211551229,0.5340860839230127,0.06707735253031274
0.036036036036036036,0.000751758211551229,0.5340860839230127,0.06707735253031274
0.037037037037037035,0.000751758211551229,0.5340860839230127,0.06707735253031274
0.03803803803803804,0.000751758211551229,0.5340860839230127,0.06707735253031274
0.03903903903903904,0.0011406471004401179,0.5340860839230127,0.06707735253031274
0.04004004004004004,0.0011406471004401179,0.5340860839230127,0.06707735253031274
0.04104104104104104,0.0011406471004401179,0.5340860839230127,0.06707735253031274
0.04204204204204204,0.0011406471004401179,0.5340860839230127,0.06707735253031274
0.043043043043043044,0.0011406471004401179,0.5340860839230127,0.06707735253031274
0.044044044044044044,0.0011700588651460003,0.5340860839230127,0.06707735253031274
0.04504504504504504,0.0011700588651460003,0.5340860839230127,0.06707735253031274
0.04604604604604605,0.0014200588651460003,0.5340860839230127,0.06707735253031274
0.04704704704704705,0.0017443831894703246,0.5340860839230127,0.06707735253031274
0.04804804804804805,0.002060172663154535,0.5340860839230127,0.06707735253031274
0.04904904904904905,0.0020858136887955607,0.5340860839230127,0.06707735253031274
0.050050050050050046,0.00238581368879556,0.5340860839230127,0.06707735253031274
0.05105105105105105,0.00238581368879556,0.5340860839230127,0.06707735253031274
0.05205205205205205,0.0024833746644053164,0.5340860839230127,0.06707735253031274
0.05305305305305305,0.002578612759643411,0.5340860839230127,0.06707735253031274
0.05405405405405406,0.0026018685735969,0.5340860839230127,0.06707735253031274
0.055055055055055056,0.0026018685735969,0.5340860839230127,0.06707735253031274
0.056056056056056056,0.002920050391778718,0.5340860839230127,0.06707735253031274
0.057057057057057055,0.002920050391778718,0.5340860839230127,0.06707735253031274
0.058058058058058054,0.0029644948362231626,0.5340860839230127,0.06707735253031274
0.05905905905905906,0.003247103531875336,0.5340860839230127,0.06707735253031274
0.06006006006006006,0.003247103531875336,0.5340860839230127,0.06707735253031274
0.06106106106106106,0.003247103531875336,0.5340860839230127,0.06707735253031274
0.062062062062062065,0.003247103531875336,0.5340860839230127,0.06707735253031274
0.06306306306306306,0.0034346035318753364,0.5340860839230127,0.06707735253031274
0.06406406406406406,0.0034346035318753364,0.5340860839230127,0.06707735253031274
0.06506506506506507,0.0034346035318753364,0.5340860839230127,0.06707735253031274
0.06606606606606606,0.0034346035318753364,0.5340860839230127,0.06707735253031274
0.06706706706706707,0.003463174960446765,0.5340860839230127,0.06707735253031274
0.06806806806806806,0.003463174960446765,0.5340860839230127,0.06707735253031274
0.06906906906906907,0.004108599797048072,0.5340860839230127,0.06707735253031274
0.07007007007007007,0.004514005202453478,0.5340860839230127,0.06707735253031274
0.07107107107107107,0.004514005202453478,0.5340860839230127,0.06707735253031274
0.07207207207207207,0.004724531518242952,0.5340860839230127,0.06707735253031274
0.07307307307307308,0.004724531518242952,0.5340860839230127,0.06707735253031274
0.07407407407407407,0.0050065828002942335,0.5340860839230127,0.06707735253031274
0.07507507507507508,0.005781582800294234,0.5340860839230127,0.06707735253031274
0.07607607607607608,0.005781582800294234,0.5340860839230127,0.06707735253031274
0.07707707707707707,0.00656884567292296,0.5340860839230127,0.06707735253031274
0.07807807807807808,0.00656884567292296,0.5340860839230127,0.06707735253031274
0.07907907907907907,0.007425988530065817,0.5340860839230127,0.06707735253031274
0.08008008008008008,0.007425988530065817,0.5340860839230127,0.06707735253031274
0.08108108108108109,0.008844593181228608,0.5340860839230127,0.06707735253031274
0.08208208208208208,0.008844593181228608,0.5340860839230127,0.06707735253031274
0.08308308308308308,0.008844593181228608,0.5340860839230127,0.06707735253031274
0.08408408408408408,0.009174138635774064,0.5340860839230127,0.06707735253031274
0.08508508508508508,0.009174138635774064,0.5340860839230127,0.06707735253031274
0.08608608608608609,0.01079838106001649,0.5340860839230127,0.06707735253031274
0.08708708708708708,0.011033675177663545,0.5340860839230127,0.06707735253031274
0.08808808808808809,0.011033675177663545,0.5340860839230127,0.06707735253031274
0.0890890890890891,0.012042370829837456,0.5340860839230127,0.06707735253031274
0.09009009009009009,0.012042370829837456,0.5340860839230127,0.06707735253031274
0.09109109109109109,0.013386933477591593,0.5340860839230127,0.06707735253031274
0.0920920920920921,0.013386933477591593,0.5340860839230127,0.06707735253031274
0.09309309309309309,0.013981528072186191,0.5340860839230127,0.06707735253031274
0.0940940940940941,0.014127361405519522,0.5340860839230127,0.06707735253031274
0.09509509509509509,0.014127361405519522,0.5340860839230127,0.06707735253031274
0.0960960960960961,0.014969466668677416,0.5340860839230127,0.06707735253031274
0.0970970970970971,0.015255180954391703,0.5340860839230127,0.06707735253031274
0.0980980980980981,0.01607569377490452,0.5340860839230127,0.06707735253031274
0.0990990990990991,0.01607569377490452,0.5340860839230127,0.06707735253031274
0.10010010010010009,0.017225693774904516,0.5340860839230127,0.06707735253031274
0.1011011011011011,0.017225693774904516,0.5340860839230127,0.06707735253031274
0.1021021021021021,0.017225693774904516,0.5340860839230127,0.06707735253031274
0.1031031031031031,0.01932325475051427,0.5340860839230127,0.06707735253031274
0.1041041041041041,0.01936247043678878,0.5340860839230127,0.06707735253031274
0.10510510510510511,0.01936247043678878,0.5340860839230127,0.06707735253031274
0.1061061061061061,0.020219613293931644,0.5340860839230127,0.06707735253031274
0.10710710710710711,0.020552946627264975,0.5340860839230127,0.06707735253031274
0.10810810810810811,0.022770746269483215,0.5340860839230127,0.06707735253031274
0.1091091091091091,0.023506040387130275,0.5340860839230127,0.06707735253031274
0.11011011011011011,0.023506040387130275,0.5340860839230127,0.06707735253031274
0.1111111111111111,0.026344352075441953,0.5340860839230127,0.06707735253031274
0.11211211211211211,0.026344352075441953,0.5340860839230127,0.06707735253031274
0.11311311311311312,0.026344352075441953,0.5340860839230127,0.06707735253031274
0.11411411411411411,0.027038796519886398,0.5340860839230127,0.06707735253031274
0.11511511511511512,0.027883240964330838,0.5340860839230127,0.06707735253031274
0.11611611611611611,0.027883240964330838,0.5340860839230127,0.06707735253031274
0.11711711711711711,0.02958594366703354,0.5340860839230127,0.06707735253031274
0.11811811811811812,0.031651161058337894,0.5340860839230127,0.06707735253031274
0.11911911911911911,0.03449326632149579,0.5340860839230127,0.06707735253031274
0.12012012012012012,0.03449326632149579,0.5340860839230127,0.06707735253031274
0.12112112112112113,0.03449326632149579,0.5340860839230127,0.06707735253031274
0.12212212212212212,0.03618120958390715,0.5340860839230127,0.06707735253031274
0.12312312312312312,0.03672959668068134,0.5340860839230127,0.06707735253031274
0.12412412412412413,0.03672959668068134,0.5340860839230127,0.06707735253031274
0.12512512512512514,0.04032334668068137,0.5340860839230127,0.06707735253031274
0.12612612612612611,0.04032334668068137,0.5340860839230127,0.06707735253031274
0.12712712712712712,0.04032334668068137,0.5340860839230127,0.06707735253031274
0.12812812812812813,0.04056577092310561,0.5340860839230127,0.06707735253031274
0.12912912912912913,0.04500628859358843,0.5340860839230127,0.06707735253031274
0.13013013013013014,0.04500628859358843,0.5340860839230127,0.06707735253031274
0.13113113113113112,0.046182759181823727,0.5340860839230127,0.06707735253031274
0.13213213213213212,0.04868275918182372,0.5340860839230127,0.06707735253031274
0.13313313313313313,0.04868275918182372,0.5340860839230127,0.06707735253031274
0.13413413413413414,0.05045704489610944,0.5340860839230127,0.06707735253031274
0.13513513513513514,0.05375937047750477,0.5340860839230127,0.06707735253031274
0.13613613613613612,0.05375937047750477,0.5340860839230127,0.06707735253031274
0.13713713713713713,0.056092703810838127,0.5340860839230127,0.06707735253031274
0.13813813813813813,0.056916233222602836,0.5340860839230127,0.06707735253031274
0.13913913913913914,0.05877986958623919,0.5340860839230127,0.06707735253031274
0.14014014014014015,0.06102311282948243,0.5340860839230127,0.06707735253031274
